OBJECTID,SETTLEMENT,REG_NAME,DIST_NAME,tribe_level,percent,Source,Confidence,Tribe_name,,,
8413,Haway barkatle,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8882,Garaska cad,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8369,Huubey,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8384,Fullayley2,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
9064,Garaane,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
6158,Barsa,Juba Dhexe,Saakow,0,100%,,,Unknown,,,
8335,Maxatiitow,Shabelle Dhexe,Balcad,0,100%,,,Unknown,,,
9562,Xuseyn cawaale,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
3035,Areeg,Bay,Baydhaba,0,100%,,,Unknown,,,
11129,Gubatasla,Nugaal,Burtinle,0,100%,,,Unknown,,,
34,Caano-geel,Woqooyi Galbeed,Gebiley,0,100%,,,Unknown,,,
6121,Egha roba,Juba Dhexe,Saakow,0,100%,,,Unknown,,,
522,Docolka,Sanaag,Ceel Afweyn,0,100%,,,Unknown,,,
9170,Jameco,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
2453,Buulo obliko,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
4992,Ceganloo,Mudug,Xarardheere,0,100%,,,Unknown,,,
2902,Bukuraale,Hiraan,Jalalaqsi,0,100%,,,Unknown,,,
6620,Shimbiroole,Gedo,Baardheere,0,100%,,,Unknown,,,
3117,Diiqow,Bay,Baydhaba,0,100%,,,Unknown,,,
3330,Gaider ali boran,Gedo,Luuq,0,100%,,,Unknown,,,
7106,Rubei,Bay,Baydhaba,0,100%,,,Unknown,,,
7150,Istaduuto,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
11201,Gabadhe,Sool,Taleex,0,100%,,,Unknown,,,
9409,Bulo bishaaro,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
5949,Fal raxmo,Juba Hoose,Afmadow,0,100%,,,Unknown,,,
853,Ina irman ad,Nugaal,Burtinle,0,100%,,,Unknown,,,
6765,Bulo godut,Gedo,Baardheere,0,100%,,,Unknown,,,
123,Qoxle,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
717,Gubato,Bari,Bossaso,0,100%,,,Unknown,,,
705,Galgala,Bari,Bossaso,0,100%,,,Unknown,,,
7650,Alla-amin,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
9199,Hawaw,Shabelle Hoose,Baraawe,0,100%,,,Unknown,,,
2971,El lehele digodia,Bakool,Rab Dhuure,0,100%,,,Unknown,,,
1022,Shimbiraale,Woqooyi Galbeed,Berbera,0,100%,,,Unknown,,,
8326,Abgaalow,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
9283,Shimbiroole,Shabelle Hoose,Baraawe,0,100%,,,Unknown,,,
2683,Tayeg-barkoy,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
2825,X.gaabow,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
9314,Garasley 2,Shabelle Hoose,Sablaale,0,100%,,,Unknown,,,
4295,Kormari,Bakool,Tayeeglow,0,100%,,,Unknown,,,
4246,Shiidka,Bakool,Tayeeglow,0,100%,,,Unknown,,,
8494,Kushka,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8585,Bulo danooda,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8570,Yosof qoshow /madey jiire,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8221,Shishale,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8450,Hari row,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
9445,K3,Shabelle Hoose,Kurtunwaarey,0,100%,,,Unknown,,,
8519,Maquudaale,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
6046,Uel merer,Juba Hoose,Afmadow,0,100%,,,Unknown,,,
299,Boodhka kabab,Woqooyi Galbeed,Gebiley,0,100%,,,Unknown,,,
10706,Laanta morohda,Awdal,Zeylac,0,100%,,,Unknown,,,
6208,Kadyow,Bay,Diinsoor,0,100%,,,Unknown,,,
86,Reer cali geedi,Woqooyi Galbeed,Gebiley,0,100%,,,Unknown,,,
8218,Lamagaras,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
296,Idhanka,Woqooyi Galbeed,Gebiley,0,100%,,,Unknown,,,
11347,Lo' fadhi,Bari,Bandarbeyla,0,100%,,,Unknown,,,
6018,Duqiyo kuusow,Juba Dhexe,Bu'aale,0,100%,,,Unknown,,,
11270,Labiley,Nugaal,Eyl,0,100%,,,Unknown,,,
10983,Gurmagoanle,Mudug,Gaalkacyo,0,100%,,,Unknown,,,
5006,El gorei,Mudug,Hobyo,0,100%,,,Unknown,,,
30,Geesdheere,Woqooyi Galbeed,Gebiley,0,100%,,,Unknown,,,
974,Galooley,Woqooyi Galbeed,Gebiley,0,100%,,,Unknown,,,
3191,Isgagoonaweyn,Bay,Baydhaba,0,100%,,,Unknown,,,
11242,Adeega/ goobin,Bari,Qardho,0,100%,,,Unknown,,,
10978,Qorrile,Mudug,Gaalkacyo,0,100%,,,Unknown,,,
5046,Sciander,Mudug,Hobyo,0,100%,,,Unknown,,,
7128,Iska-reh,Bay,Baydhaba,0,100%,,,Unknown,,,
6169,Ooro,Juba Dhexe,Saakow,0,100%,,,Unknown,,,
7388,Caymiska,Banadir,Banadir,0,100%,,,Unknown,,,
5413,Fuuma,Juba Hoose,Kismaayo,0,100%,,,Unknown,,,
11145,Sarinle,Nugaal,Burtinle,0,100%,,,Unknown,,,
3374,Fodel,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
7028,Bulo fiada,Bay,Baydhaba,0,100%,,,Unknown,,,
600,Adado,Bari,Caluula,0,100%,,,Unknown,,,
10552,Erjeegle,Bay,Baydhaba,0,100%,,,Unknown,,,
591,Jaglaleh,Awdal,Zeylac,0,100%,,,Unknown,,,
6768,Labi cade,Gedo,Baardheere,0,100%,,,Unknown,,,
10480,Gaal guuris,Bay,Buur Hakaba,0,100%,,,Unknown,,,
10656,Aabow,Bay,Buur Hakaba,0,100%,,,Unknown,,,
781,Scillale hodmane,Bari,Iskushuban,0,100%,,,Unknown,,,
6478,Lebi gambeh,Gedo,Baardheere,0,100%,,,Unknown,,,
120,Kal qoray,Woqooyi Galbeed,Berbera,0,100%,,,Unknown,,,
7857,Ay-agaay,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
7976,Afuu faaley/bulo aiheyda,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
2852,Miir gurac,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
9119,Qooxle,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
6674,Mubaarak,Bay,Diinsoor,0,100%,,,Unknown,,,
6519,Koromey,Bay,Diinsoor,0,100%,,,Unknown,,,
5821,,Juba Dhexe,Jilib,0,100%,,,Unknown,,,
5489,,Juba Hoose,Kismaayo,0,100%,,,Unknown,,,
9957,Garas shaare,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
8578,Hawal shire,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8574,Qaxarow,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
10040,Abdulle-gubane,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8451,Biyoley,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8732,Garsaale,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
3318,Dermo,Gedo,Belet Xaawo,0,100%,,,Unknown,,,
6638,Curao,Gedo,Baardheere,0,100%,,,Unknown,,,
972,Gaban hurudo,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
421,Wad,Sool,Xudun,0,100%,,,Unknown,,,
6622,Ban dhuub,Bay,Diinsoor,0,100%,,,Unknown,,,
89,Reer cigaal-yare,Woqooyi Galbeed,Gebiley,0,100%,,,Unknown,,,
8324,Raaxoi,Shabelle Dhexe,Balcad,0,100%,,,Unknown,,,
9541,Limaan,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
10020,Ramo dheer,Bay,Buur Hakaba,0,100%,,,Unknown,,,
31,Caroguduudan hose,Woqooyi Galbeed,Gebiley,0,100%,,,Unknown,,,
11070,Farmaro,Sool,Xudun,0,100%,,,Unknown,,,
11065,Dacalmadow,Sool,Xudun,0,100%,,,Unknown,,,
11085,Farqodxeed,Sool,Taleex,0,100%,,,Unknown,,,
3088,Buulohilowle,Bay,Baydhaba,0,100%,,,Unknown,,,
8700,Dugsulow,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
2443,Aveno,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
5027,Hem auare,Mudug,Hobyo,0,100%,,,Unknown,,,
9808,Dhegari,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
4823,War a thile,Gedo,Luuq,0,100%,,,Unknown,,,
10247,Kaysannay,Bay,Buur Hakaba,0,100%,,,Unknown,,,
11338,Xiriir valley,Bari,Iskushuban,0,100%,,,Unknown,,,
9350,Bulo uaiama,Shabelle Hoose,Sablaale,0,100%,,,Unknown,,,
11165,Wisilo- baraweyne,Mudug,Jariiban,0,100%,,,Unknown,,,
5245,Ceel-maxamed ali,Shabelle Dhexe,Adan Yabaal,0,100%,,,Unknown,,,
5241,Dhabaq-labey,Shabelle Dhexe,Adan Yabaal,0,100%,,,Unknown,,,
8334,Dhumalay,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
9040,Hariiri-uus,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
2690,Gacatoole/hilo,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
5238,Garsaale-gaab,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
2799,Ukure,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
4558,Qooxle,Gedo,Doolow,0,100%,,,Unknown,,,
9944,Qaydheer,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
4218,Hawal kare,Bakool,Tayeeglow,0,100%,,,Unknown,,,
8159,Shalgooy,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8469,Adan nure,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8876,Garas guudle,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8544,Eerinley barbaar,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
9760,Uraay,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
10894,Kabiid,Sanaag,Ceel Afweyn,0,100%,,,Unknown,,,
8784,Ciisaay,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
7267,Kombareere,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
10287,Ibooto,Bay,Buur Hakaba,0,100%,,,Unknown,,,
891,Kalgaraf,Sanaag,Ceerigaabo,0,100%,,,Unknown,,,
5548,Muusa xaaji,Juba Hoose,Jamaame,0,100%,,,Unknown,,,
5870,Dhedhey,Juba Dhexe,Jilib,0,100%,,,Unknown,,,
929,Kain galoleh,Togdheer,Owdweyne,0,100%,,,Unknown,,,
10810,Geelaaye,Togdheer,Sheikh,0,100%,,,Unknown,,,
8727,Duhurboode,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
658,Daralehe,Bari,Caluula,0,100%,,,Unknown,,,
8415,Heer aw shiikh abikar,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
11151,Daradenle,Mudug,Gaalkacyo,0,100%,,,Unknown,,,
11099,Bahalehe,Sool,Taleex,0,100%,,,Unknown,,,
11390,Sagarey,Bay,Diinsoor,0,100%,,,Unknown,,,
255,Meygaagta yar (qaybta carmada),Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
10972,Nugal/gaban,Mudug,Galdogob,0,100%,,,Unknown,,,
9551,Matirikow,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
4826,War bilele,Bakool,Rab Dhuure,0,100%,,,Unknown,,,
11049,Docalka,Sool,Xudun,0,100%,,,Unknown,,,
11019,Kalasocry,Nugaal,Burtinle,0,100%,,,Unknown,,,
5773,El gode,Juba Dhexe,Jilib,0,100%,,,Unknown,,,
11366,Megaag,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
6428,,Gedo,Baardheere,0,100%,,,Unknown,,,
8336,Mowlaca sh.cali cabdulle,Shabelle Dhexe,Balcad,0,100%,,,Unknown,,,
8260,Buulo-raqi,Shabelle Dhexe,Balcad,0,100%,,,Unknown,,,
8268,Quskii ina dhiil,Shabelle Dhexe,Balcad,0,100%,,,Unknown,,,
2830,Elosoro,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
2846,Sagaar baqtis,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
9797,Buulo habar muumino,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
8843,Maja badan,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
168,Go'da yar,Togdheer,Owdweyne,0,100%,,,Unknown,,,
9921,Nikraare,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
9628,Buulo mayow,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
4219,Dareersin 2,Bakool,Tayeeglow,0,100%,,,Unknown,,,
4260,Waki 2,Bakool,Tayeeglow,0,100%,,,Unknown,,,
10033,Gabbal maale,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8160,Bulo hasanow mo'alim amor,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
10039,Towfiiq,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8731,Barasaarta,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8601,Lulato,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
5798,Caliyo guubow,Juba Dhexe,Jilib,0,100%,,,Unknown,,,
10522,Heer aw madow,Bay,Buur Hakaba,0,100%,,,Unknown,,,
2350,Gosol,Nugaal,Burtinle,0,100%,,,Unknown,,,
10989,Gorfaale,Mudug,Gaalkacyo,0,100%,,,Unknown,,,
5678,Axmed kamatiirey,Juba Hoose,Jamaame,0,100%,,,Unknown,,,
9863,Jiirada buur kuulow,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
2506,Qoracdheer,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
503,Las mihin,Sanaag,Laasqoray,0,100%,,,Unknown,,,
9660,Laandon,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
2999,Laandhi,Bakool,Waajid,0,100%,,,Unknown,,,
5842,Biliq tale,Juba Dhexe,Jilib,0,100%,,,Unknown,,,
5970,Egahore,Juba Hoose,Afmadow,0,100%,,,Unknown,,,
552,Coodenley,Sanaag,Laasqoray,0,100%,,,Unknown,,,
192,Cammuud culus,Awdal,Zeylac,0,100%,,,Unknown,,,
10687,C2,Banadir,Banadir,0,100%,,,Unknown,,,
111,Mashruuca tog-wajaale,Woqooyi Galbeed,Gebiley,0,100%,,,Unknown,,,
2317,Xaliimo dheer,Nugaal,Garoowe,0,100%,,,Unknown,,,
8264,Baabaah,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
58,Kulmiya,Woqooyi Galbeed,Gebiley,0,100%,,,Unknown,,,
7462,Casha ii,Banadir,Banadir,0,100%,,,Unknown,,,
7358,Buur dhubo,Banadir,Banadir,0,100%,,,Unknown,,,
6946,Qansaxdheere,Bay,Qansax Dheere,0,100%,,,Unknown,,,
6003,Qardhaale,Juba Dhexe,Bu'aale,0,100%,,,Unknown,,,
218,Biyo-cas,Awdal,Baki,0,100%,,,Unknown,,,
6055,Dudundher,Juba Dhexe,Saakow,0,100%,,,Unknown,,,
800,Balli lama adi,Mudug,Gaalkacyo,0,100%,,,Unknown,,,
7,Beeyo-qaloocan 2,Woqooyi Galbeed,Gebiley,0,100%,,,Unknown,,,
5946,Macalim weyn,Juba Dhexe,Bu'aale,0,100%,,,Unknown,,,
951,Caynle,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
6570,Ina guled,Gedo,Baardheere,0,100%,,,Unknown,,,
11183,Isufaruuran,Nugaal,Garoowe,0,100%,,,Unknown,,,
7665,Bilaal,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
11188,Jid-nugul valley,Nugaal,Garoowe,0,100%,,,Unknown,,,
9083,Haggi ali,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
7619,Doonka 2,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
8452,Osman ceynte,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
8269,Maraweyne,Shabelle Dhexe,Balcad,0,100%,,,Unknown,,,
5542,Hilashiid,Juba Hoose,Afmadow,0,100%,,,Unknown,,,
9143,Quraca indhicad,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
2708,Kober,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
6299,,Bay,Diinsoor,0,100%,,,Unknown,,,
5804,,Juba Dhexe,Jilib,0,100%,,,Unknown,,,
9872,Asheg tugar,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
9844,Bandege,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
9871,Deg farah,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
9279,Laab gesi,Shabelle Hoose,Sablaale,0,100%,,,Unknown,,,
4286,Gadisoy geeladle,Bakool,Tayeeglow,0,100%,,,Unknown,,,
8211,Fuqsooy,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8517,Jameeco-mukhtaar,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8515,Jamaal eenow 1,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8117,Bulo aw mehdi,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
3252,Samriyo,Bay,Baydhaba,0,100%,,,Unknown,,,
11331,Dabar,Bari,Iskushuban,0,100%,,,Unknown,,,
6631,Bannaan,Gedo,Baardheere,0,100%,,,Unknown,,,
3153,Golmalad,Bay,Baydhaba,0,100%,,,Unknown,,,
11061,Jir-hunguridheer/ jirduu,Sool,Xudun,0,100%,,,Unknown,,,
6042,Tatdydashek,Juba Dhexe,Bu'aale,0,100%,,,Unknown,,,
3272,Udgashan,Bay,Baydhaba,0,100%,,,Unknown,,,
539,Kulmiye,Sanaag,Ceerigaabo,0,100%,,,Unknown,,,
678,Dudo,Bari,Bossaso,0,100%,,,Unknown,,,
4825,War bariyow,Bakool,Rab Dhuure,0,100%,,,Unknown,,,
5702,Kalikooka,Juba Dhexe,Jilib,0,100%,,,Unknown,,,
11121,Bixin madoobe,Nugaal,Garoowe,0,100%,,,Unknown,,,
9185,Aysoora,Shabelle Hoose,Baraawe,0,100%,,,Unknown,,,
11190,Dacmumo,Nugaal,Garoowe,0,100%,,,Unknown,,,
9424,Ababscia,Shabelle Hoose,Kurtunwaarey,0,100%,,,Unknown,,,
4788,Dheriyow,Bay,Baydhaba,0,100%,,,Unknown,,,
636,Cag,Bari,Bandarbeyla,0,100%,,,Unknown,,,
9715,Xumaan diid,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
6795,Daduma addi,Gedo,Ceel Waaq,0,100%,,,Unknown,,,
11103,Guddin,Sool,Xudun,0,100%,,,Unknown,,,
4903,Cehan,Galgaduud,Ceel Buur,0,100%,,,Unknown,,,
689,El fira,Bari,Iskushuban,0,100%,,,Unknown,,,
11125,Ina-irmancad,Nugaal,Burtinle,0,100%,,,Unknown,,,
804,Dhinawda dhigdhigley,Mudug,Jariiban,0,100%,,,Unknown,,,
8973,Barake,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
10191,Mansuur,Bay,Buur Hakaba,0,100%,,,Unknown,,,
4772,Biyoley,Gedo,Luuq,0,100%,,,Unknown,,,
5863,Urungu,Juba Hoose,Afmadow,0,100%,,,Unknown,,,
11251,Cowlidaaqdey,Bari,Qardho,0,100%,,,Unknown,,,
8712,Iiduc uein,Shabelle Dhexe,Balcad,0,100%,,,Unknown,,,
7091,Edain caboba,Bay,Qansax Dheere,0,100%,,,Unknown,,,
15,Cabuda,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
6377,Cuchettu,Gedo,Baardheere,0,100%,,,Unknown,,,
10025,Faarax,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
5033,Lazadale,Mudug,Hobyo,0,100%,,,Unknown,,,
9619,Siimow,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
6432,El deladoi,Bay,Diinsoor,0,100%,,,Unknown,,,
269,Isasudhan,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
3227,Maserka,Bay,Baydhaba,0,100%,,,Unknown,,,
8373,Macalin-nuur,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
8501,Mooro-mareerey,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
5085,Idhan,Mudug,Hobyo,0,100%,,,Unknown,,,
2886,Majabale,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
2805,Raqso,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
8816,Reer-jiilaal,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
3422,Gulaalamey,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
6320,Tuulada waraabow,Bay,Diinsoor,0,100%,,,Unknown,,,
6705,Lamo warood,Bay,Diinsoor,0,100%,,,Unknown,,,
5472,,Juba Hoose,Kismaayo,0,100%,,,Unknown,,,
1602,Yaroowe,Togdheer,Owdweyne,0,100%,,,Unknown,,,
9315,Eeribley,Shabelle Hoose,Sablaale,0,100%,,,Unknown,,,
4257,Edaayin,Bakool,Tayeeglow,0,100%,,,Unknown,,,
8512,Khaalif buule,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8486,Canshuur axmed,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
5964,Uar corah irai,Juba Hoose,Afmadow,0,100%,,,Unknown,,,
9618,Nuria,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
10353,Fuud saqaar,Bay,Buur Hakaba,0,100%,,,Unknown,,,
8063,Dharabo,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
6191,Fiika weera,Juba Dhexe,Saakow,0,100%,,,Unknown,,,
10660,Mintalamiin,Bay,Buur Hakaba,0,100%,,,Unknown,,,
11005,Doofarre,Nugaal,Burtinle,0,100%,,,Unknown,,,
894,Mulaax,Sanaag,Ceel Afweyn,0,100%,,,Unknown,,,
6385,Sharijisaaq,Gedo,Baardheere,0,100%,,,Unknown,,,
3161,Goormay,Bay,Baydhaba,0,100%,,,Unknown,,,
11095,Gariirre,Sool,Taleex,0,100%,,,Unknown,,,
3170,Guumisow,Bay,Baydhaba,0,100%,,,Unknown,,,
8908,Dani,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8131,Cadaley,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
5955,Uar dalado,Juba Hoose,Afmadow,0,100%,,,Unknown,,,
5916,Culume allango,Juba Hoose,Afmadow,0,100%,,,Unknown,,,
10404,Gagaoy,Bay,Buur Hakaba,0,100%,,,Unknown,,,
865,Libaaxo,Nugaal,Burtinle,0,100%,,,Unknown,,,
7289,21-Oct,Banadir,Banadir,0,100%,,,Unknown,,,
11273,Qubiyo-gubed,Nugaal,Eyl,0,100%,,,Unknown,,,
11344,Geel hareen,Bari,Bandarbeyla,0,100%,,,Unknown,,,
10756,Ciid cadka,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
9515,Deg jannaay,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
10761,Dhaamka,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
4892,Barkadii xaaji xasan,Galgaduud,Ceel Buur,0,100%,,,Unknown,,,
8509,Qansaxley,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
54,Fadac,Woqooyi Galbeed,Gebiley,0,100%,,,Unknown,,,
10309,Buur kuulow,Bay,Buur Hakaba,0,100%,,,Unknown,,,
828,Calahargo,Nugaal,Garoowe,0,100%,,,Unknown,,,
7082,Dambale,Bay,Baydhaba,0,100%,,,Unknown,,,
57,Isha-gudban,Woqooyi Galbeed,Gebiley,0,100%,,,Unknown,,,
3087,Buulo xaawiyow,Bay,Qansax Dheere,0,100%,,,Unknown,,,
8699,Boraan,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
5613,Jiinis,Juba Hoose,Jamaame,0,100%,,,Unknown,,,
9003,Hareruus,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
9538,Caanoole,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
7882,Bulo khalif 1,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
8378,Shanlow,Shabelle Dhexe,Balcad,0,100%,,,Unknown,,,
8559,Landere,Shabelle Dhexe,Balcad,0,100%,,,Unknown,,,
2829,Yibirsuge,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
9796,Bulo bur buriye,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
9149,Caamir,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
6721,Bandhumi,Bay,Diinsoor,0,100%,,,Unknown,,,
9883,X.xassan buulle,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
6212,,Juba Dhexe,Saakow,0,100%,,,Unknown,,,
6118,,Juba Dhexe,Saakow,0,100%,,,Unknown,,,
6114,,Juba Dhexe,Saakow,0,100%,,,Unknown,,,
9289,Qooqon yarey,Shabelle Hoose,Sablaale,0,100%,,,Unknown,,,
4208,Wariiraale/bulo hadija,Bakool,Tayeeglow,0,100%,,,Unknown,,,
4308,Harrarte,Bakool,Tayeeglow,0,100%,,,Unknown,,,
8555,Garas buulle,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8467,Ay buraaley,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8408,Bilan,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8137,Bakool,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8176,Buulo-awiidow,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
9611,Horseed,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
9075,Bullo bari,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
679,Eddi gellie,Bari,Bandarbeyla,0,100%,,,Unknown,,,
5505,Waamo,Juba Hoose,Jamaame,0,100%,,,Unknown,,,
10262,Shawgah,Bay,Buur Hakaba,0,100%,,,Unknown,,,
2399,X halin,Sool,Taleex,0,100%,,,Unknown,,,
9569,Luusi,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
2441,Ag bascir,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
9263,Abrarow,Shabelle Hoose,Sablaale,0,100%,,,Unknown,,,
5782,Sencor gherbic,Juba Hoose,Afmadow,0,100%,,,Unknown,,,
363,Carraale bidaar,Togdheer,Owdweyne,0,100%,,,Unknown,,,
8878,Labamudul,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
10883,Kalarag,Sanaag,Ceel Afweyn,0,100%,,,Unknown,,,
5039,Ortalis,Mudug,Hobyo,0,100%,,,Unknown,,,
10975,Dhurushidka,Mudug,Galdogob,0,100%,,,Unknown,,,
738,Kalaale,Bari,Caluula,0,100%,,,Unknown,,,
9474,El l mugne,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
943,Balleh dobo haya,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
